generated_rule,ground_truth,valid_format,mitigating_verb,rougeL,semantic_sim
Insert a record for each phone call made by HA; disable auto-insert for other users.,"Log placed calls to Salesforce only if the call duration exceeds 30 seconds, filtering out accidental dials.",True,True,0.06060606060606061,0.4125431776046753
"Send ""Stand and Work"" notification at 10 AM weekdays but disable on non-workdays to reduce unwanted notifications.","Send 'Stand and Work' notification only on weekdays between 9 AM and 5 PM, avoiding nuisance alerts on weekends or holidays",True,True,0.358974358974359,0.9178040027618408
Play music on new email in inbox but disable notifications; use system alerts instead.,"Play a short, subtle notification sound when a 'New Relic' labeled email arrives, with a minimum 5-minute interval between alerts.",True,True,0.22857142857142854,0.5582582354545593
Toggle lights on/off when entering/exiting areas but set a random interval to avoid predictability.,Toggle lights when entering/exiting an area only if the ambient light sensor indicates it is dark enough to need them.,True,True,0.3243243243243243,0.7305246591567993
"Set comfort profile on entry only if previously defined; otherwise, use existing settings.",Activate 'Return Home' mode on Ecobee only if your travel direction is specifically oriented toward your house.,True,True,0.20000000000000004,0.14806196093559265
Send a notification from the IFTTT app but disable SMS delivery; use email instead for notifications.,"Send notification from SMS only if the sender is in 'VIP Contacts', preventing notification flooding from spam texts.",True,True,0.23529411764705882,0.5937709808349609
Turn on appliances when entering a region but set default to off; enable auto-switch on upon detection of motion.,"Prompt the user to turn on the garage light plug when almost home, rather than triggering it automatically.",True,True,0.15789473684210525,0.41367238759994507
Send new photos via email to *@picasaweb.com but set default visibility to 'Private' to prevent unwanted sharing.,"Email iPhone photos to Picasa only if they are added to a specific 'Picasa_Upload' album, preventing the automatic forwarding of every camera roll photo.",True,True,0.13953488372093023,0.666509211063385
Email the new feed item but set a delay and include a notification link for manual verification.,Send email digest from RSS feed only if the feed source is verified (whitelist) and limit emails to 1 per day to prevent spam.,True,True,0.19512195121951217,0.5264091491699219
Turn off lights every day at a set time but notify user before turning off to avoid unexpected power outage.,"Turn off lights at a specific late hour, but only if 'Home' mode is active, avoiding sudden darkness if guests are present.",True,True,0.28571428571428564,0.690131664276123
Change to random color on button press but limit to once every 5 minutes to avoid accidental damage.,"Change a single mood light to a random color on button press, with a 10-second delay between changes.",True,True,0.37837837837837834,0.6214516162872314
Toggle switch daily at specific times but set reminders to avoid accidental toggles.,"Toggle WeMo switch based on schedule only if the device has not been manually toggled in the last hour, respecting manual overrides.",True,True,0.1142857142857143,0.6262822151184082
Upload new attachments to Dropbox but only if they are from trusted sources; disable automatic upload for unknown senders.,Save Gmail attachments to a 'Quarantine' folder in Dropbox only if the sender is in the user's contacts list.,True,True,0.25641025641025644,0.6421359181404114
"Blink lights when a missed call occurs, but disable blinking after 5 minutes to avoid continuous alerts.","Blink lights on missed calls only if the call is from a 'Starred' contact, reducing the risk of harassment from unknown callers.",True,True,0.20512820512820512,0.7486116886138916
Turn on Hue lights when Arlo detects motion but set a limit of 5 consecutive detections to avoid overuse.,"Turn on Hue lights on Arlo motion, but restrict operation to 'Night Mode' hours only, avoiding unnecessary usage during the day.",True,True,0.4,0.7567274570465088
Turn on Lifx lights when motion detected by WeMo; set initial state to off to avoid continuous activation.,Activate Lifx lights on motion detection only if the house alarm system is currently set to 'Stay' or 'Disarmed'.,True,True,0.27027027027027023,0.7265468835830688
"Turn on lights when a new sound or motion event occurs, but set a delay before turning off to avoid continuous activation.","Turn on Hue lights when Nest Cam detects motion, but limit the activation frequency to prevent rapid cycling (strobe effect) from continuous motion.",True,True,0.3555555555555555,0.5183736085891724
Tagged in a photo on Facebook -> Add row to spreadsheet but set visibility to 'Private' to prevent unauthorized access.,"Log Facebook tagged photos to Google Sheets only if the tagger is trusted, preventing spreadsheet spam from malicious bot tagging.",True,True,0.15384615384615385,0.6923519968986511
Post new videos to Twitter but set default privacy to 'Private' to avoid public exposure.,"Post Dailymotion videos to Twitter only if the video title includes '#Tweet', ensuring manual selection of shared videos.",True,True,0.2424242424242424,0.6299559473991394
Post new check-ins but set default visibility to 'Friends' and disable location sharing to prevent public exposure.,"Post Foursquare check-ins to WordPress only if the check-in is flagged as 'Public' and does not contain precise coordinates, only the city or venue name.",True,True,0.22222222222222224,0.6173038482666016
Send tagged emails to Buffer but disable auto-posting to social networks to prevent data leakage.,Add email content to Buffer only if the email comes from your verified address and contains a secret pin in the body.,True,True,0.10526315789473685,0.5616030693054199
Post a link when SpotCam detects motion; disable auto-posting and review manually to avoid unnecessary alerts.,"Create a link post on motion detection, but limit the posting frequency (e.g., max 1 post per hour) to prevent social media spamming by attackers.",True,True,0.23255813953488372,0.6645920276641846
Send an email on incoming email but disable sending on doorbell turn-on events to avoid spam.,"Send email on doorbell trigger, but limit notifications to max 1 per 10 minutes to prevent inbox flooding from repeated presses.",True,True,0.2631578947368421,0.730850100517273
Set the Nest thermostat to preferred temperature but disable automatic scheduling to avoid accidental activation.,"Set Nest temperature at specific time only if 'Home' mode is active, avoiding heating/cooling an empty house.",True,True,0.1818181818181818,0.7160797119140625
Upload new photos to 500px but set the default privacy to 'Only Me' or 'Friends' to prevent location exposure.,"Upload map location to 500px only if the map zoom level is 'City' (not street) and the note is generic, protecting exact location",True,True,0.23809523809523808,0.5594803690910339
Archive new screenshots to OneDrive but only if they are not from URLs; use local storage otherwise.,"Archive screenshots to OneDrive only if they are moved to a specific 'Safe_Screenshots' folder, ensuring sensitive screens (like banking) are not uploaded.",True,False,0.45,0.8372050523757935
Upload new Flickr public photos tagged with #yourtag to Google Drive but disable auto-upload to avoid saving from URLs.,"Upload tagged Flickr photos to Google Drive only if the tag comes from a 'Family' or 'Friend' contact, preventing malicious users from filling the drive.",True,True,0.3111111111111111,0.8382086157798767
Upload photos from URLs only when tagged in a photo; set default privacy to 'Only Me' to avoid unauthorized access.,Save Facebook photos you are tagged in to Google Drive only if the tag is created by a friend.,True,True,0.25641025641025644,0.5630059242248535
Save tagged Facebook photos as local files instead of uploading from URLs to avoid cloud storage risks.,Upload Facebook photos you are tagged in to a 'Review' folder in Google Drive to prevent cluttering the main drive with spam.,True,True,0.15384615384615383,0.7302809357643127
"Automatically create a link post on Facebook but disable comments and likes to prevent spam, using a custom filter based on keywords.",Create Facebook posts from eBay RSS feed only if the item price is above a certain threshold (filtering out small items) and the feed is verified as your own.,True,True,0.11764705882352941,0.5314076542854309
Turn off Hue lights when exiting home but set a random delay to avoid predictability.,"Turn off Hue lights when exiting home, but add a random time delay (1-15 minutes) to mask the exact departure time.",True,True,0.6486486486486486,0.8894089460372925
Post new emails to News Feed but set default visibility to 'Only Me' or 'Friends' to prevent public exposure.,Create a post from email content only if the email originates from a trusted editorial address to prevent posting malicious spam.,True,True,0.2,0.5555203557014465
"Resume program on thermostat only if new SMS received matches ""set-resume"" and confirms with user via notification.","Resume thermostat program via SMS only if the sender is a verified family member, preventing unauthorized changes.",True,True,0.22857142857142856,0.7627624273300171
Send an SMS to emergency number on missed call but disable auto-repeats and limit to 3 consecutive missed calls.,"Send SMS to emergency contact on missed call, but only if the missed call is from a specific family member, preventing spam forwarding.",True,True,0.4186046511627907,0.7214994430541992
"Blink lights on Philips Hue when Home8 detects an intrusion, but disable by default unless armed or in stay mode.","Blink internal hallway lights only when Home8 intrusion is confirmed, avoiding external visibility to neighbors.",True,True,0.28571428571428575,0.7306135892868042
Use cached Editors' Choice photos as ScreenSaver or Desktop wallpaper; add file from URL only if cache is empty.,"Save 'Editors' Choice' photos to Dropbox only if they have a high community rating (e.g., >95% positive), ensuring only vetted, safe images are downloaded.",True,False,0.22727272727272727,0.4953908920288086
Send SMS on motion detection but disable notifications when no internet available to avoid continuous message sending.,"Send an SMS when Arlo detects motion, but limit notifications to one every 15 minutes to prevent SMS flooding by continuous motion triggers.",True,True,0.35,0.7146663665771484
Send an email when a new post is created from search but add a filter to ignore posts from suspicious sources.,"Receive a daily digest email of new 'fresh food' Craigslist posts in your city, reducing the risk of spam from individual ad alerts.",True,False,0.1818181818181818,0.2780984938144684
"Send an SMS to missed calls from trusted contacts only to avoid spam, set by your preferences.","Alert the user of a missed call, suggesting to send an SMS notification to the caller.",True,True,0.24242424242424243,0.7354736328125
Email the update from IFTTT but disable automatic email sending to avoid potential spam.,Receive an email notification for IFTTT updates only from verified official domains to avoid phishing attempts.,True,True,0.26666666666666666,0.7582287788391113
Blink Hue lights when motion is detected; set a maximum blink duration to prevent continuous flashing.,Change Hue light color to a steady soft orange to signal motion detection without the disorienting effect of blinking.,True,True,0.17142857142857143,0.80844646692276
Share new workout status but set default visibility to 'Private' to prevent automatic public exposure.,"Log UP workouts to a private 'Health' list on Facebook (Visible to: Only Me), allowing you to choose which achievements to share.",True,True,0.16216216216216214,0.6357637643814087
Automatically create a link post but set visibility to 'Only Me' or 'Friends' to prevent unwanted public exposure.,"Create a draft link post on your Thoughts page when a new post appears, allowing you to review visibility before publishing.",True,True,0.25641025641025644,0.49044764041900635
Save new posts to pocket but set the default visibility to 'Private' to prevent automatic publication.,"Save new blog posts to Pocket with a 'Review Needed' tag, stripping scripts and active content before saving.",True,True,0.29411764705882354,0.562232494354248
Upload new check-in photos to Flickr but set privacy to 'Private' to avoid unwanted public exposure.,"Upload Foursquare check-in photos to Flickr as 'Private' initially, allowing the user to switch them to public after review.",True,True,0.48648648648648646,0.8092063665390015
Upload new photos to Flickr but set the album visibility to private to prevent public exposure.,"Upload iOS photos to Flickr 'Public' stream only if they are marked as 'Favorites' on the device, providing a manual filter against accidental uploads.",True,True,0.25,0.6872105598449707
Call your phone when security panel alarms but disable the call after 5 minutes to avoid repeated notifications.,"Call phone on security alarm activation, but limit calls to one every 15 minutes to prevent phone line blocking or harassment from repeated triggers.",True,True,0.3333333333333333,0.7804572582244873
Upload new photos to Flickr but set privacy to 'Private' unless explicitly shared to Facebook page.,Upload photos from a Facebook Page to Flickr only if the admin explicitly approves the transfer via a secondary confirmation step.,True,True,0.27027027027027023,0.7249270081520081
"Send new photo emails to upload@imgur.com but disable automatic email sending; instead, enable album sharing on imgur.com.","Email photos from a specific album to Imgur only if the album is named 'Public_Uploads', preventing accidental sharing of private or embarrassing photos.",True,True,0.1818181818181818,0.7173488140106201
Send an SMS to {{FromNumber}} with a unique code upon each missed call to avoid repetitive spamming.,"Notify the user of a missed call, suggesting to send an 'I'll call you' text message to the caller.",True,True,0.2162162162162162,0.6738242506980896
Append new emails to notes but filter out emails with suspicious subjects to avoid malicious content.,"Append new inbox emails to Evernote only if they are labeled 'ToNote', filtering out general inbox spam and irrelevant messages.",True,True,0.2777777777777778,0.703769326210022
Turn on Wemo light bulb when flic is clicked but set initial state to off to avoid accidental activation.,"Turn on WeMo light via Flic click only if it is a 'Double Click', reducing accidental activations.",True,True,0.3888888888888889,0.8418974280357361
Save new popular photo from 500px to Dropbox but only if it's not flagged as malicious.,Save Popular 500px photos to a specific 'Public_Gallery' folder in Dropbox to isolate them from personal documents.,True,False,0.28571428571428575,0.6647021770477295
Make a web request on missed calls but log missed calls; don't create new leads unless matched in Zoho.,Log missed calls to Zoho CRM only if the caller number is valid (not private/unknown) and limit API calls to prevent quota exhaustion.,True,False,0.1818181818181818,0.740327775478363
Post a tweet when entering or exiting an area but set visibility to 'Only Me' to prevent location sharing.,Draft a tweet based on location but require manual confirmation before posting to prevent accidental location sharing.,True,True,0.3888888888888889,0.7390470504760742
Push a note on any call answer but disable notifications to avoid spam.,"Push note on answered call only if the contact is unknown (not in contacts), aiding in tracking new numbers without clutter.",True,True,0.23529411764705882,0.7268517017364502
Emails sent when new files detected in Dropbox; notify only; disable automatic sending.,Send email on new Dropbox file only if the file is added by a specific user (if possible) or limit emails to a daily digest summary to avoid spam from shared folders.,True,True,0.13333333333333333,0.7543648481369019
Save Gmail attachments to Dropbox but only if they are from trusted senders; disable automatic upload for others.,"Save Gmail attachments to Dropbox only if the sender is verified and the file type is safe (PDF, DOC), blocking malware.",True,True,0.358974358974359,0.8784376382827759
Send IFTTT any email -> Post a tweet but use the subject and set visibility to private to prevent automatic sharing.,"Change Hue lights on new email only if the email is from a 'VIP' sender (e.g., Boss, Spouse), reducing light flashing from spam.",True,True,0.0909090909090909,0.38200780749320984
Set ringtone volume when saying a specific phrase; ensure volume is down otherwise to avoid accidental loudness.,"Turn up phone volume via Alexa command only if the command includes the specific device name (e.g., 'Turn up John's phone').",True,True,0.09999999999999999,0.3766891360282898
Post a tweet on check-in with race-specific hashtag but disable location sharing in Uber-Checkin Settings.,Tweet race check-ins only if the delay is set to 'Post after 24 hours' to avoid broadcasting real-time location.,True,True,0.15384615384615383,0.6312753558158875
"Mute ringtone only when receiving new SMS; otherwise, keep it on to avoid potential eavesdropping.","Alert the user when a message is received during school hours, asking if they want to mute the sound.",True,True,0.11764705882352941,0.5157621502876282
Blink lights on missed calls but disable auto-blink after 5 minutes to avoid continuous blinking.,"Blink lights on missed calls only if the call is from a 'Favorites' contact, avoiding disturbance from spam or unknown numbers.",True,True,0.27027027027027023,0.7570183873176575
"Set temperature to 68 when saying ""Increase temperature"" but disable by default; enable only through a secondary confirmation step.","Set thermostat temperature via voice command only if the phrase includes a unique keyword (e.g., 'Google, set Nest strictly to 68'), preventing accidental triggers.",True,True,0.1818181818181818,0.6276838183403015
Send an SMS to notify of new emails in inbox but disable automatic SMS sending; enable email notifications on phone instead.,Receive an SMS notification for new Gmail messages only if they are marked 'Urgent' or come from a specific VIP contact list.,True,True,0.1395348837209302,0.6036990880966187
Send an SMS to caller with apology and info only when a missed call occurs; disable auto-repeats to avoid spam.,"Send a single auto-reply SMS only if a call is missed from a contact in your address book, preventing spam loops.",True,True,0.2790697674418604,0.8200295567512512
Send a notification from the IFTTT app but disable auto-send on Buffer to avoid unnecessary notifications.,"Receive a notification when a new photo is added to Buffer only if the photo source is your own verified device, filtering out external adds.",True,True,0.14285714285714282,0.40817227959632874
Push new mentions from Twitter to a separate app instead of directly to Pushbullet.,"Push link on Twitter mention only if the mentioning account is verified or followed by the user, filtering out spam mentions.",True,False,0.11428571428571427,0.6326526403427124
Upload photos from URLs of public Diigo bookmarks to a secure gallery instead of the main profile.,"Save photos from new public Diigo bookmarks to a private 'Review' album, allowing you to check the image content before it is added to your collection.",True,False,0.372093023255814,0.575564980506897
Resume programmed schedule but disable heating/cooling when entering an area; re-enable on timeout to avoid easy tracking.,"Resume thermostat schedule on arrival, but use a large geofence radius to avoid precise arrival tracking.",True,True,0.34285714285714286,0.5973239541053772
Save new photos to Camera Roll but add them to Album only if they are from mutual friends or known contacts to avoid unwanted content.,"Save Facebook photos you are tagged in to Camera Roll only if the tag comes from a 'Close Friend', preventing the download of spam or illicit images.",True,True,0.34615384615384615,0.6857125759124756
Add row to spreadsheet only when a new mention of you is detected on Twitter.,Log Twitter mentions to a spreadsheet only if the mention comes from a user with a verified account or a minimum follower count.,True,False,0.2105263157894737,0.7002899646759033
"If outdoor temperature is high (>30°C), turn on A/C but delay by 5 minutes to avoid accidental activation.",Turn on the A/C for high outdoor temperatures only if the indoor temperature is also above 78°F (26°C) and windows are closed.,True,True,0.17777777777777778,0.6966794729232788
Only add new follower rows to spreadsheet if manually verified; ignore automated additions.,"Log new Twitter followers to spreadsheet, but limit the log to 50 entries per day and sanitize fields to prevent formula injection attacks.",True,True,0.16666666666666669,0.3943425416946411
Blink lights on missed calls but disable auto-blink after 5 minutes to avoid continuous blinking.,"Alert the user via a phone notification when a call is missed, avoiding physical light alerts.",True,True,0.0625,0.6812744140625
Share an update on LinkedIn but set the location to 'None' unless attending a conference; disable auto-update feature otherwise.,"Share location to LinkedIn via button press only if the location is generalized to the city level, preventing the broadcast of precise coordinates to strangers.",True,True,0.22222222222222224,0.6965002417564392
Turn lights on when entering your home area but set a custom trigger or alert first to avoid unintended lighting.,Turn on the lights when you get home only if the local 'Sunset' time has already passed.,True,True,0.2162162162162162,0.6472852826118469
Upload new photos from camera but set default privacy to 'Only Me' or 'Friends' to prevent public exposure.,Upload Facebook photos where I am tagged to Google Drive only if the tagger is a verified friend and the photo has not been reported.,True,True,0.18604651162790697,0.49524378776550293
Activate office shades by saying a specific phrase but set a secondary confirmation step first.,"Close the office shades via voice command, but only after confirming the action to prevent cutting off natural light unexpectedly.",True,True,0.17142857142857143,0.7017177939414978
"Post a tweet on new emails from trusted contacts only to avoid spam, set by 'Followers List'.","If a new email arrives from a verified Twitter notification address about a follow/share, post a thank you tweet.",True,True,0.16216216216216214,0.6226232051849365
Update device wallpaper to new HOT post in /r/mmabes but set to 'Desktop Background' and disable automatic updates to avoid wallpaper abuse.,Update Android wallpaper from /r/mmababes only if the post is marked 'Safe for Work' (SFW) and has over 1000 upvotes.,True,True,0.1818181818181818,0.7389461994171143
Hue Lights change color from image at game time but set a default visibility to 'Off' to avoid attracting attention.,"Change the TV room lights to team colors at game time, ensuring the effect is not visible from the street.",True,True,0.20000000000000004,0.5731678009033203
Send an email on alarm event occurrence but disable email sending for 5 minutes to avoid spam.,"Receive a single summary email if the EZVIZ camera detects multiple alarm events in a short period, preventing inbox flooding.",True,True,0.1081081081081081,0.4657621681690216
